name	b_number	multi_fun
lptG	b4262	BC-4.3.A.1.m:BC-6.1
yjgR	b4263	ORFs
idnR	b4264	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
idnT	b4265	BC-4.2.A:BC-6.1
idnO	b4266	BC-1.1.1
idnD	b4267	BC-1.1.1
idnK	b4268	BC-1.1.1
ahr	b4269	Unclassified-Genes
intB	b4271	BC-8.1
insC-6	b4272	BC-8.3
insD-6	b4273	BC-8.3
yjgX	b4575	Interrupted-Genes
yjgZ	b4277	BC-8.1
insG	b4278	BC-8.3
yjhB	b4279	BC-4.2.A:BC-6.1
yjhC	b4280	BC-1
ythA	b4655	ORFs
yjhD	b4281	BC-8.1
yjhE	b4282	Pseudo-Genes
insO	b4623	BC-8.3
insI-3	b4284	BC-8.3
yjhV	b4286	Interrupted-Genes
fecE	b4287	BC-4.3.A.1.a:BC-5.5.7
fecD	b4288	BC-4.3.A.1.m:BC-6.1
fecC	b4289	BC-4.3.A.1.m:BC-5.5.7:BC-6.1
fecB	b4290	BC-4.3.A.1.p:BC-5.5.7
fecA	b4291	BC-4.1.B:BC-5.5.7
fecR	b4292	BC-2.2.2:BC-3.1.2.4:BC-5.5.7
fecI	b4293	BC-2.2.2:BC-3.1.2.1:BC-3.3.1
insA-7	b4294	BC-8.3
yjhU	b4295	BC-3.1.2
yjhF	b4296	BC-4.2.A:BC-6.1
yjhG	b4297	BC-1.1.1:BC-8.1
yjhH	b4298	BC-1.7.1
yjhI	b4299	BC-2.2.2:BC-3.1.2.3
sgcR	b4300	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
sgcE	b4301	BC-1.7.1
sgcA	b4302	BC-4.4.A
sgcQ	b4303	Unclassified-Genes
sgcC	b4304	BC-4.4.A
sgcB	b4565	BC-4.4.A
sgcX	b4305	ORFs
yjhP	b4306	BC-8.1
yjhQ	b4307	BC-8.1
topAI	b4566	BC-3.1.3.3
yjhZ	b4657	Pseudo-Genes
yjhR	b4308	Pseudo-Genes
nanS	b4309	BC-1.1.1
nanM	b4310	BC-1.1.1
nanC	b4311	BC-4.1
fimB	b4312	BC-1.6.13:BC-2.1.3:BC-3.1.1:BC-3.3.1:BC-6.5
fimE	b4313	BC-1.6.13:BC-2.1.3:BC-3.1.1:BC-3.3.1:BC-6.5
fimA	b4314	BC-6.5
fimI	b4315	BC-6.5
fimC	b4316	BC-2.3.4:BC-6.5
fimD	b4317	BC-6.5
fimF	b4318	BC-6.5
fimG	b4319	BC-6.5
fimH	b4320	BC-1.6.11:BC-6.5
gntP	b4321	BC-4.2.A:BC-6.1
uxuA	b4322	BC-1.1.1
uxuB	b4323	BC-1.1.1
uxuR	b4324	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yjiC	b4325	ORFs
ytiC	b4720	Unclassified-Genes
ytiD	b4721	Unclassified-Genes
idlP	b4722	Unclassified-Genes
iraD	b4326	BC-3.1.3:BC-5.5.6
hypT	b4327	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
iadA	b4328	BC-1.2.3:BC-2.3.6
yjiG	b4329	ORFs
yjiH	b4330	Unclassified-Genes
kptA	b4331	BC-1.7.1
yjiJ	b4332	BC-4.9.B
yjiK	b4333	Unclassified-Genes
ytiA	b4715	Conserved-Hypothetical-ORFs
yjiL	b4334	ORFs
yjiM	b4335	BC-1.7.1
yjiN	b4336	BC-6.1
mdtM	b4337	BC-4.2.A:BC-6.1
rpnD	b4584	BC-5.4
yjiR	b4340	BC-2.2.2:BC-3.1.2.3
yjiS	b4341	ORFs
yjiT	b4342	ORFs
yjiV	b4486	Pseudo-Genes
mcrC	b4345	BC-1.2.2:BC-2.1.2:BC-2.1.5
mcrB	b4346	BC-1.2.2:BC-2.1.2:BC-2.1.5
symE	b4347	BC-2.2.4:BC-5.8
hsdS	b4348	BC-2.1.2:BC-3.1.1.2
hsdM	b4349	BC-2.1.2:BC-3.1.1.2
hsdR	b4350	BC-1.2.2:BC-2.1.2:BC-2.1.5
mrr	b4351	BC-2.1.2:BC-3.1.1.2
yjiA	b4352	Unclassified-Genes
yjiX	b4353	Unclassified-Genes
btsT	b4354	BC-4.2.A:BC-6.1
tsr	b4355	BC-3.1.3.3:BC-5.3:BC-6.1
lgoT	b4356	BC-4.2.A:BC-6.1
lgoR	b4357	BC-3.1.2
lgoD	b4358	BC-1.1.1
opgB	b4359	BC-1.6.1:BC-1.6.6:BC-5.5.1:BC-6.1
yjjA	b4360	Unclassified-Genes
dnaC	b4361	BC-2.1.1:BC-5.1
dnaT	b4362	BC-2.1.1
yjjB	b4363	BC-4.9.B:BC-6.1
yjjP	b4364	BC-4.9.B:BC-6.1
yjjQ	b4365	BC-3.1.4:BC-5.6.2
bglJ	b4366	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
fhuF	b4367	BC-5.5.7
yjjZ	b4567	ORFs
rsmC	b4371	BC-2.2.3
holD	b4372	BC-2.1.1
rimI	b4373	BC-2.3.3:BC-3.1.3.2
yjjG	b4374	BC-1.5.2:BC-5.6.2
prfC	b4375	BC-2.3.2
osmY	b4376	BC-5.5.1
ytjA	b4568	Unconserved-ORFs
yjjU	b4377	Unclassified-Genes
yjjV	b4378	ORFs
yjjW	b4379	BC-2.3.3:BC-3.1.3.3
yjjI	b4380	Conserved-Hypothetical-ORFs
deoC	b4381	BC-1.7.33
deoA	b4382	BC-1.7.33
deoB	b4383	BC-1.7.33
deoD	b4384	BC-1.1:BC-1.7.33
yjjJ	b4385	Unclassified-Genes
lplA	b4386	BC-1.5.3.3
ytjB	b4387	Unclassified-Genes
serB	b4388	BC-1.5.1.11
radA	b4389	BC-2.1.3:BC-2.1.4
nadR	b4390	BC-1.5.3.7:BC-2.2.2:BC-3.1.2.3:BC-3.1.4:BC-3.3.1
ettA	b4391	BC-2.3.2
slt	b4392	BC-1.2.3
trpR	b4393	BC-1.5.1.15:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yjjX	b4394	BC-5.6.2
ytjC	b4395	BC-1.3.1:BC-1.7
rob	b4396	BC-2.1.1:BC-2.2.2:BC-2.3.7:BC-3.1.2.2:BC-3.3.2
creA	b4397	Unclassified-Genes
creB	b4398	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3:BC-3.3.1
creC	b4399	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
creD	b4400	BC-6.1
arcA	b4401	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.1:BC-5.5.6
yjjY	b4402	ORFs
yjtD	b4403	Unclassified-Genes
